,Internal ID,Item Name,UPC Code,Bin Number,Bin OnHand,Bin Available,Bin Location,Item Status,Average Cost,Average Cost Per Bin,Subsidiary,Item Type,Inactive
2037,25761,CERAMIC : 36378,,A10-B-132,259.0,259.0,MC-PW,Custom Order Item,1.52223938,394.26,PW,Inventory Item,No
10587,3373,RBFD : 20029,,A10-B-134,540.0,540.0,MC-PW,DISCONTINUED 6/2020,1.82939739,987.875,PW,Inventory Item,No
1735,14150,CERAMIC : 36148,,A10-B-136,720.0,720.0,MC-PW,Current,1.28212766,923.132,PW,Inventory Item,No
8923,16171,ML6795,817636017537,A10-B-138,48.0,48.0,MC-ONV,INACTIVE 8/20,8.09104478,388.37,ONV,Assembly/Bill of Materials,No
2748,29291,EG04Z,647658998596,A10-B-140,252.0,252.0,MC-PW,WEB/AMAZON ,4.92964523,1242.271,PW,Assembly/Bill of Materials,No
4962,35287,GLCD : 25966,,A10-B-142,3456.0,3456.0,MC-PW,FIREFLY SPRING 2020,0.53342187,1843.506,PW,Inventory Item,No
12239,15499,VSW0804CP,647658114866,A10-B-144,480.0,480.0,MC-PW,CUSTOM ORDER ITEM CPWM,2.95911077,1420.3729999999998,PW,Assembly/Bill of Materials,No
9599,35365,NFF1001,647658024998,A10-B-146,182.0,182.0,MC-PW,CUSTOM ITEM MEIJER,4.48838735,816.8860000000001,PW,Assembly/Bill of Materials,No
5130,33721,GLFD : 25876,,A10-B-148,984.0,984.0,MC-PW,CURRENT,1.14031295,1122.068,PW,Inventory Item,No
887,15846,CARTONS : 50690,,A10-B-150,1672.0,1672.0,MC-PW,Current,0.39931571,667.6560000000001,PW,Inventory Item,No
11919,7438,TRL01Z,647658006970,A10-B-152,47.0,47.0,MC-PW,WEB/AMAZON ,1.90367448,89.473,PW,Assembly/Bill of Materials,No
2824,27703,EG13Z,647658115221,A10-B-154,156.0,156.0,MC-PW,WEB/AMAZON ,4.64403716,724.47,PW,Assembly/Bill of Materials,No
2825,27703,EG13Z,647658115221,A10-B-156,252.0,252.0,MC-PW,WEB/AMAZON ,4.64403716,1170.297,PW,Assembly/Bill of Materials,No
501,37571,BUFD0404Z,647658032962,A10-B-158,101.0,101.0,MC-PW,WEB/AMAZON ,6.11283286,617.396,PW,Assembly/Bill of Materials,No
9668,34361,NFG0904,647658025643,A10-B-160,620.0,620.0,MC-PW,CUSTOM ITEM MEIJER,3.22833912,2001.57,PW,Assembly/Bill of Materials,No
5123,25520,GLFD : 25705,,A10-B-162,980.0,980.0,MC-PW,CUSTOM TARGET C2 SPRING 2019,0.38055488,372.944,PW,Inventory Item,No
4633,24880,GLCD : 25673,,A10-B-164,1512.0,1512.0,MC-PW,PADDYWAX SPRING 2019,0.95052902,1437.2,PW,Inventory Item,No
11066,35175,SP1108Z,647658023083,A10-B-166,126.0,78.0,MC-PW,WEB/AMAZON ,4.54142198,354.231,PW,Assembly/Bill of Materials,No
11966,37719,TWFO-1002,840111510285,A10-B-166,20.0,20.0,MC-INK,Current,,,INK,Inventory Item,No
4465,17419,GLCD : 25430,,A10-B-168,180.0,180.0,MC-PW,Discontinued,0.78,140.4,PW,Inventory Item,No
4473,17532,GLCD : 25439,,A10-B-168,180.0,180.0,MC-PW,INACTIVE,0.83960317,151.129,PW,Inventory Item,No
9619,29471,NFF1203,647658021744,A10-B-170,108.0,108.0,MC-PW,CUSTOM ITEM MEIJER,3.33232595,359.89099999999996,PW,Assembly/Bill of Materials,No
2273,35461,CFHSM02Z,647658025193,A10-B-172,192.0,192.0,MC-PW,WEB/AMAZON ,6.51042194,1250.001,PW,Assembly/Bill of Materials,No
2838,36103,EG16Z,647658023601,A10-B-174,241.0,241.0,MC-PW,WEB/AMAZON ,5.01639134,1208.95,PW,Assembly/Bill of Materials,No
2257,35752,CFHFD01Z,647658025278,A10-B-176,126.0,126.0,MC-PW,WEB/AMAZON ,4.79033195,603.582,PW,Assembly/Bill of Materials,No
4748,29084,GLCD : 25796,,A10-B-178,952.0,952.0,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,0.90876513,865.1439999999999,PW,Inventory Item,No
8562,17959,MISC : 50455,,A10-B-180,672.0,672.0,MC-ONV,INACTIVE,1.22864266,825.648,ONV,Inventory Item,No
4096,27707,GL12Z,647658118000,A10-B-182,169.0,169.0,MC-PW,WEB/AMAZON ,4.26236439,720.34,PW,Assembly/Bill of Materials,No
420,34051,BDPR03Z,647658017235,A10-B-184,1.0,1.0,MC-PW,WEB/AMAZON ,6.69,6.69,PW,Assembly/Bill of Materials,No
4218,5137,GLCD : 25104,,A10-B-184,336.0,336.0,MC-PW,Current,0.64832618,217.838,PW,Inventory Item,No
4643,25532,GLCD : 25688,,A10-B-186,349.0,349.0,MC-PW,INACTIVE,0.60656168,211.69,PW,Inventory Item,No
5010,36536,GLCD : 26005,647658030159,A10-B-188,396.0,396.0,MC-PW,CUSTOM ITEM BBB 2020,1.04399306,413.421,PW,Inventory Item,No
5178,15535,HY0502,647658115177,A10-B-190,7.0,7.0,MC-PW,Current,3.09894611,21.693,PW,Assembly/Bill of Materials,No
5179,27730,HY0502Z,647658115177,A10-B-190,7.0,7.0,MC-PW,WEB/AMAZON DISCONTINUED,4.41989247,30.939,PW,Assembly/Bill of Materials,No
1146,22148,CARTONS : 50871,,A10-B-192,424.0,424.0,MC-PW,Current,0.55076881,233.52599999999998,PW,Inventory Item,No
4370,15560,GLCD : 25328,,A10-B-200,480.0,480.0,MC-PW,INACTIVE,1.10066667,528.32,PW,Inventory Item,No
5245,33657,IM0503Z,647658021041,A10-B-200,6.0,6.0,MC-PW,WEB/AMAZON ,4.16302966,24.978,PW,Assembly/Bill of Materials,No
5104,6098,GLFD : 25160,,A10-B-200,32.0,32.0,MC-PW,INACTIVE,0.55294165,17.694000000000003,PW,Inventory Item,No
5105,6098,GLFD : 25160,,A10-B-200-02,40.0,40.0,MC-PW,INACTIVE,0.55294165,22.118000000000002,PW,Inventory Item,No
11471,34013,TINS : 30240,,A10-B-202,100.0,100.0,MC-PW,CURRENT,0.1,10.0,PW,Inventory Item,No
11472,34016,TINS : 30241,,A10-B-202,93.0,93.0,MC-PW,CURRENT,0.1,9.3,PW,Inventory Item,No
65,18825,50839,,A10-B-204,6.0,6.0,MC-PW,PROMOTION,,,PW,Assembly/Bill of Materials,No
4493,18094,GLCD : 25498,,A10-B-212-02,24.0,24.0,MC-PW,INACTIVE,1.44020833,34.565,PW,Inventory Item,No
11996,34099,UR0806Z,647658115771,A10-B-212-02,18.0,18.0,MC-PW,WEB/AMAZON DISCONTINUED,3.47,62.46,PW,Assembly/Bill of Materials,No
3019,25419,FBCD : 16701,,A10-B-212-02,400.0,400.0,MC-PW,CUSTOM TARGET C2 SPRING 2019,0.32065882,128.264,PW,Inventory Item,No
11964,14411,TVRD1206,647658011509,A10-B-214-02,36.0,36.0,MC-PW,Discontinued Target,3.4525,124.29,PW,Assembly/Bill of Materials,No
362,25313,BDBS02,647658017129,A10-B-214-02,12.0,12.0,MC-PW,CURRENT,1.6917520000000001,20.301,PW,Inventory Item,No
5090,4346,GLFD : 25075,,A10-B-214-02,40.0,40.0,MC-PW,INACTIVE,0.54941912,21.976999999999997,PW,Inventory Item,No
10732,30116,RJ211DSW,647658391038,A10-B-214-02,18.0,18.0,MC-PW,Custom Order Item,1.95111111,35.12,PW,Assembly/Bill of Materials,No
4887,33688,GLCD : 25873,,A10-B-216,99.0,99.0,MC-PW,PADDYWAX FALL 2020,2.04111111,202.07,PW,Inventory Item,No
8592,3047,MISC. : 50060,,A10-B-216,50000.0,50000.0,MC-PW,Current,0.01449226,724.613,PW,Inventory Item,No
8593,3047,MISC. : 50060,,A10-B-216,50000.0,50000.0,MC-PW,Current,0.01449226,724.613,ONV,Inventory Item,No
9075,17435,MLB7,817636017803,A10-B-216-02,4.0,4.0,MC-ONV,Current,2.44662456,9.786,ONV,Assembly/Bill of Materials,No
5778,18345,KA0315,647658111964,A10-B-216-02,37.0,37.0,MC-PW,INACTIVE 12/2019,1.59037037,58.843999999999994,PW,Assembly/Bill of Materials,No
1938,18155,CERAMIC : 36257,,A10-B-218,24.0,24.0,MC-PW,DISCONTINUED 12/20/2020,1.12208333,26.93,PW,Inventory Item,No
53,29614,50512,,A10-B-218,123.0,123.0,MC-ONV,Current,,,ONV,Inventory Item,No
10839,23168,RJFD09F21,647658388090,A10-B-218-02,24.0,24.0,MC-PW,INACTIVE,4.43541667,106.45,PW,Assembly/Bill of Materials,No
4500,20259,GLCD : 25508,,A10-B-218-02,30.0,30.0,MC-PW,Custom Order Item,0.55262641,16.579,PW,Inventory Item,No
10239,29003,PRC41004,647658021461,A10-B-220,1.0,1.0,MC-PW,PADDYWAX FALL 2019,15.71523416,15.715,PW,Assembly/Bill of Materials,No
10448,17689,PW-1001,812442024755,A10-B-220-02,12.0,12.0,MC-INK,INACTIVE,1.56,18.72,INK,Inventory Item,No
8967,16027,ML7328SU,817636016493,A10-B-220-02,168.0,168.0,MC-ONV,INACTIVE,0.79126099,132.93200000000002,ONV,Assembly/Bill of Materials,No
10813,21942,RJ814,647658014579,A10-B-220-02,10.0,10.0,MC-PW,CURRENT,2.95861804,29.586,PW,Assembly/Bill of Materials,No
12262,14674,VWH0504,647658011899,A10-B-220-02,3.0,3.0,MC-PW,Custom Order Item,2.00333333,6.01,PW,Assembly/Bill of Materials,No
156,36441,AGS612-1004,840111508602,A10-B-222,18.0,18.0,MC-INK,DWI FALL 2020,3.54916454,63.885,INK,Inventory Item,No
2830,27704,EG14Z,647658115238,A10-B-222,5.0,5.0,MC-PW,WEB/AMAZON ,4.90153846,24.508000000000003,PW,Assembly/Bill of Materials,No
10649,37340,RE1202,647658031903,A10-B-224,20.0,20.0,MC-PW,PADDYWAX SPRING 2021,4.00614983,80.123,PW,Assembly/Bill of Materials,No
2025,24612,CERAMIC : 36365,,A10-B-224,48.0,48.0,MC-PW,Discontinued,1.208125,57.99,PW,Inventory Item,No
4429,16639,GLCD : 25401,,A10-B-224-02,36.0,36.0,MC-PW,Discontinued,0.9575,34.47,PW,Inventory Item,No
9790,17614,NLP1216TM,647658003894,A10-B-224-02,12.0,12.0,MC-PW,Custom Order Item,3.61083333,43.33,PW,Assembly/Bill of Materials,No
333,4427,APT202,647658387383,A10-B-226,2.0,2.0,MC-PW,Current,1.2755226,2.551,PW,Assembly/Bill of Materials,No
4583,22268,GLCD : 25598,,A10-B-226,24.0,24.0,MC-PW,CUSTOM ORDER ITEM CPWM,1.33083333,31.94,PW,Inventory Item,No
11887,26741,TPP85-1001M,812442031951,A10-B-226-02,12.0,12.0,MC-INK,Current,2.60666667,31.28,INK,Inventory Item,No
11884,18183,TPA1105,647658111285,A10-B-228,20.0,20.0,MC-PW,Custom HEB Till 2019,2.82,56.4,PW,Assembly/Bill of Materials,No
5632,36159,JF711-1002,840111508091,A10-B-228,21.0,21.0,MC-INK,DWI FALL 2020,1.85985463,39.056999999999995,INK,Inventory Item,No
9626,29474,NFF1206,647658021775,A10-B-228,20.0,20.0,MC-PW,CUSTOM ITEM MEIJER,3.33802661,66.76100000000001,PW,Assembly/Bill of Materials,No
5365,17519,JB85-2037,812442024885,A10-B-228-02,24.0,24.0,MC-INK,DISCONTINUED 12/2019,2.211875,53.085,INK,Inventory Item,No
12026,21930,UR1209,647658014616,A10-B-228-02,18.0,18.0,MC-PW,DISCONTINUED 6/2020,3.76167939,67.71,PW,Assembly/Bill of Materials,No
298,7348,APG809Z,647658005133,A10-B-230,3.0,3.0,MC-PW,WEB/AMAZON ,4.09548675,12.286,PW,Assembly/Bill of Materials,No
12097,13484,VLP0505,647658008615,A10-B-230-02,6.0,6.0,MC-PW,Discontinued,2.0,12.0,PW,Assembly/Bill of Materials,No
5668,18542,JP752-2138,812442025875,A10-B-230-02,18.0,18.0,MC-INK,Discontinued,2.3418808999999996,42.153999999999996,INK,Inventory Item,No
4239,6053,GLCD : 25153,,A10-B-232,204.0,204.0,MC-PW,INACTIVE,0.46584685,95.03299999999999,PW,Inventory Item,No
11326,18125,TFG1107,647658112619,A10-B-232-02,36.0,36.0,MC-PW,INACTIVE,3.48,125.28,PW,Assembly/Bill of Materials,No
5571,12241,JD892-1026,812442020528,A10-B-234,24.0,24.0,MC-INK,INACTIVE,1.36,32.64,INK,Inventory Item,No
474,17726,BOX : 16100,,A10-B-234-02,14.0,14.0,MC-ONV,INACTIVE,2.64,36.96,ONV,Inventory Item,No
1928,18152,CERAMIC : 36252,,A10-B-234-02,36.0,36.0,MC-PW,DISCONTINUED 12/2019,1.47888889,53.24,PW,Inventory Item,No
11467,33160,TINS : 30233,,A10-B-236,129.0,129.0,MC-PW,CURRENT,0.88000681,113.521,PW,Inventory Item,No
12482,29273,WIC02Z,647658116167,A10-B-236-02,2.0,2.0,MC-PW,WEB/AMAZON ,4.31643382,8.633,PW,Assembly/Bill of Materials,No
4613,24615,GLCD : 25652,,A10-B-238,288.0,288.0,MC-PW,INACTIVE,0.64,184.32,PW,Inventory Item,No
216,4387,APG801,647658387437,A10-B-238-02,20.0,20.0,MC-PW,Current,3.45092326,69.018,PW,Assembly/Bill of Materials,No
4614,24615,GLCD : 25652,,A10-B-238-02,192.0,192.0,MC-PW,INACTIVE,0.64,122.88,PW,Inventory Item,No
12268,16710,VWH1232TM,647658117744,A10-B-240,40.0,40.0,MC-PW,Custom Order Item,3.161,126.44,PW,Assembly/Bill of Materials,No
4895,34273,GLCD : 25899,,A10-B-240-02,24.0,24.0,MC-PW,CUSTOM ITEM MEIJER,1.39833333,33.56,PW,Inventory Item,No
2767,2608,EG06,647658998619,A10-B-240-02,24.0,24.0,MC-PW,Current,3.68267051,88.384,PW,Assembly/Bill of Materials,No
2786,3245,EG07,647658010724,A10-B-240-02,28.0,28.0,MC-PW,Current,3.47392523,97.27,PW,Assembly/Bill of Materials,No
2747,2606,EG04,647658998596,A10-B-240-02,64.0,64.0,MC-PW,Current,3.69433704,236.438,PW,Assembly/Bill of Materials,No
11893,25884,TPR0806,647658018188,A10-B2-200,8.0,8.0,MC-PW,CUSTOM TARGET C3 SPRING 19,2.93,23.44,PW,Assembly/Bill of Materials,No
11833,18139,TMA0807,647658111162,A10-B2-200,12.0,12.0,MC-PW,INACTIVE,3.37,40.44,PW,Assembly/Bill of Materials,No
2668,22003,DW1504,647658014319,A10-B2-200-02,5.0,5.0,MC-PW,DISCONTINUED 12/2019,4.88318182,24.416,PW,Assembly/Bill of Materials,No
4382,15745,GLCD : 25353,,A10-B2-202,72.0,72.0,MC-PW,INACTIVE,0.52013889,37.45,PW,Inventory Item,No
5573,12243,JD892-1027,812442020535,A10-B2-202-02,15.0,15.0,MC-INK,INACTIVE,1.36,20.4,INK,Inventory Item,No
4668,27736,GLCD : 25744,,A10-B2-204,10.0,10.0,MC-PW,INACTIVE,1.008,10.08,PW,Inventory Item,No
5705,15324,JS75-2115CI,812442023246,A10-B2-204,12.0,12.0,MC-INK,Discontinued,3.13,37.56,INK,Inventory Item,No
4551,21450,GLCD : 25559,,A10-B2-204-02,178.0,178.0,MC-PW,DISCONTINUED 6/2020,0.59893258,106.61,PW,Inventory Item,No
12160,17085,VNW1002,647658117829,A10-B2-206,4.0,4.0,MC-PW,Custom Order Item,2.51,10.04,PW,Assembly/Bill of Materials,No
2909,5859,FBCD : 16296,,A10-B2-206,124.0,124.0,MC-PW,CURRENT,0.71018409,88.06299999999999,PW,Inventory Item,No
11177,18178,TBA1007,647658110950,A10-B2-206-02,4.0,4.0,MC-PW,INACTIVE,3.60333333,14.413,PW,Assembly/Bill of Materials,No
13502,34988,WPDSR0647,647658029627,A10-B2-208,7.0,7.0,MC-PW,FIREFLY SPRING 2021,3.06428571,21.45,PW,Assembly/Bill of Materials,No
11537,20250,TJB863-1001,812442027619,A10-B2-208,12.0,12.0,MC-INK,Discontinued,3.03274662,36.393,INK,Inventory Item,No
8842,35013,ML6126,817636018596,A10-B2-208,6.0,6.0,MC-ONV,Current,2.92264045,17.535999999999998,ONV,Assembly/Bill of Materials,No
8539,22043,MA1802,647658014357,A10-B2-208-02,11.0,11.0,MC-PW,Discontinued,16.57294118,182.30200000000002,PW,Assembly/Bill of Materials,No
13515,34855,WPDSR1204,647658028644,A10-B2-208-02,15.0,15.0,MC-PW,FIREFLY SPRING 2021,4.60400407,69.06,PW,Assembly/Bill of Materials,No
5339,18730,JB75-2049CB,812442024274,A10-B2-210,48.0,48.0,MC-INK,Custom Item Cracker Barrel,2.07083333,99.4,INK,Inventory Item,No
4041,18422,GL02LT,647658333007,A10-B2-210-02,8.0,8.0,MC-PW,Custom Order Item,3.00625,24.05,PW,Assembly/Bill of Materials,No
11974,16306,UR0301UBK,647658006482,A10-B2-212,4.0,4.0,MC-PW,INACTIVE,2.1475,8.59,PW,Assembly/Bill of Materials,No
13507,34995,WPDSR0654,647658029696,A10-B2-212-02,19.0,19.0,MC-PW,FIREFLY SPRING 2021,2.95842105,56.21,PW,Assembly/Bill of Materials,No
4134,18423,GL1602LT,647658118062,A10-B2-212-02,8.0,8.0,MC-PW,Custom Order Item,3.41625,27.33,PW,Assembly/Bill of Materials,No
12155,27780,VMJ0704,647658119755,A10-B2-214,52.0,52.0,MC-PW,CUSTOM ITEM MEIJER,2.58538462,134.44,PW,Assembly/Bill of Materials,No
10726,4040,RJ205,647658386607,A10-B2-214,12.0,12.0,MC-PW,Current,2.07782803,24.934,PW,Assembly/Bill of Materials,No
5115,21599,GLFD : 25587,,A10-B2-214-02,17.0,17.0,MC-PW,DISCONTINUED 12/20/2020,0.71955701,12.232000000000001,PW,Inventory Item,No
8788,27696,ML5426,817636018589,A10-B2-216,5.0,5.0,MC-ONV,Current,2.35125,11.755999999999998,ONV,Assembly/Bill of Materials,No
8685,26344,MISC. : 50995,,A10-B2-216-02,1200.0,1200.0,MC-PW,PADDYWAX SPRING 2019,0.3117197,374.064,PW,Inventory Item,No
5404,18599,JB86-1090,812442026599,A10-B2-218,7.0,7.0,MC-INK,DISCONTINUED 6/2019,3.03632602,21.254,INK,Inventory Item,No
11581,25994,TJBM86-1005ST,812442032217,A10-B2-218,2.0,2.0,MC-INK,Current,2.90195649,5.803999999999999,INK,Inventory Item,No
1749,14154,CERAMIC : 36152,,A10-B2-218,18.0,18.0,MC-PW,Current,1.3110036,23.598000000000003,PW,Inventory Item,No
4397,15909,GLCD : 25363,,A10-B2-218-02,71.0,71.0,MC-PW,Discontinued,0.6997479,49.681999999999995,PW,Inventory Item,No
10245,28883,PRC4401,647658021096,A10-B2-220,2.0,2.0,MC-PW,PADDYWAX FALL 2019,3.69899624,7.398,PW,Assembly/Bill of Materials,No
11990,18415,UR0802LT,647658115351,A10-B2-220,8.0,8.0,MC-PW,INACTIVE,3.21018293,25.680999999999997,PW,Assembly/Bill of Materials,No
10248,28931,PRC4602,647658021133,A10-B2-220-02,2.0,2.0,MC-PW,PADDYWAX FALL 2019,5.17984948,10.36,PW,Assembly/Bill of Materials,No
10250,28992,PRC4805,647658021232,A10-B2-220-02,2.0,2.0,MC-PW,PADDYWAX FALL 2019,6.32539645,12.651,PW,Assembly/Bill of Materials,No
10255,28996,PRC6603,647658021430,A10-B2-220-02,1.0,1.0,MC-PW,PADDYWAX FALL 2019,9.89872642,9.899,PW,Assembly/Bill of Materials,No
63,16153,50706,,A10-B2-222,4.0,4.0,MC-PW,PROMOTION,49.46,197.84,PW,Assembly/Bill of Materials,No
4144,34073,GL1612Z,647658117997,A10-B2-222-02,4.0,4.0,MC-PW,WEB/AMAZON DISCONTINUED,5.91654321,23.666,PW,Assembly/Bill of Materials,No
10438,29064,PT1801,647658020938,A10-B2-224,3.0,3.0,MC-PW,DISCONTINUED 12/20/2020,5.67893271,17.037,PW,Assembly/Bill of Materials,No
11984,16304,UR0306UBK,647658009070,A10-B2-224,4.0,4.0,MC-PW,INACTIVE,2.15,8.6,PW,Assembly/Bill of Materials,No
12004,15925,UR1202NO,647658006499,A10-B2-224-02,16.0,16.0,MC-PW,INACTIVE,3.23,51.68,PW,Assembly/Bill of Materials,No
9214,17679,NCU45-1001,812442024731,A10-B2-226,60.0,60.0,MC-INK,INACTIVE,1.329,79.74,INK,Inventory Item,No
2994,25156,FBCD : 16662,,A10-B2-226-02,24.0,24.0,MC-PW,INACTIVE,0.29,6.96,PW,Inventory Item,No
12106,21067,VLP0706,647658013794,A10-B2-228,12.0,12.0,MC-PW,Discontinued,2.28,27.36,PW,Assembly/Bill of Materials,No
8965,16349,ML7328PP,817636017667,A10-B2-228,24.0,24.0,MC-ONV,Current,22.05413174,529.299,ONV,Assembly/Bill of Materials,No
3236,7402,FMT804Z,647658003566,A10-B2-228-02,24.0,24.0,MC-PW,INACTIVE,3.18,76.32,PW,Assembly/Bill of Materials,No
4488,18068,GLCD : 25472,,A10-B2-230,146.0,146.0,MC-PW,Discontinued,1.17,170.82,PW,Inventory Item,No
4489,18069,GLCD : 25473,,A10-B2-230-02,168.0,168.0,MC-PW,INACTIVE,1.16881295,196.361,PW,Inventory Item,No
2012,21592,CERAMIC : 36338,,A10-B2-232,192.0,192.0,MC-PW,DISCONTINUED 12/2019,0.98369792,188.87,PW,Inventory Item,No
10643,21660,RBFD : 20085,,A10-B2-232,6.0,6.0,MC-PW,PADDYWAX FALL 2018,4.7395045,28.436999999999998,PW,Inventory Item,No
1912,18120,CERAMIC : 36235,,A10-B2-232-02,420.0,420.0,MC-PW,PW SPRING 2018,1.43061321,600.8580000000001,PW,Inventory Item,No
8835,14363,ML6125,817636016523,A10-B2-232-02,2.0,2.0,MC-ONV,Current,6.83063361,13.661,ONV,Assembly/Bill of Materials,No
4939,35010,GLCD : 25957,,A10-B2-234,48.0,48.0,MC-PW,FIREFLY FALL 2020,0.50946705,24.454,PW,Inventory Item,No
4888,33690,GLCD : 25874,,A10-B2-234,48.0,48.0,MC-PW,PADDYWAX FALL 2020,1.96208333,94.18,PW,Inventory Item,No
4444,16841,GLCD : 25416,,A10-B2-234-02,96.0,96.0,MC-PW,INACTIVE,0.9458805,90.805,PW,Inventory Item,No
12450,35458,WAX&WICK : 24120,,A10-B2-236-02,4000.0,4000.0,MC-PW,FIREFLY SPRING 2020,0.2704625,1081.85,PW,Inventory Item,No
2995,25161,FBCD : 16667,,A10-B2-238,199.0,199.0,MC-PW,INACTIVE,0.36351759,72.34,PW,Inventory Item,No
9948,22140,PA0901,647658014449,A10-B2-238,21.0,21.0,MC-PW,DISCONTINUED 1/2020,3.93,82.53,PW,Assembly/Bill of Materials,No
9148,22106,MP0307,647658014500,A10-B2-238-02,11.0,11.0,MC-PW,Discountinued Seasonal12/19,2.35363636,25.89,PW,Assembly/Bill of Materials,No
11626,26291,TJD80P-1096PG,812442026292,A10-B2-240,12.0,12.0,MC-INK,INACTIVE 8/20,2.78893319,33.467,INK,Inventory Item,No
11316,29619,TDWC-1002PG,812442032606,A10-B2-240,12.0,12.0,MC-INK,INACTIVE 8/20,1.17,14.04,INK,Inventory Item,No
11538,20250,TJB863-1001,812442027619,A10-B2-240,6.0,6.0,MC-INK,Discontinued,3.03274662,18.195999999999998,INK,Inventory Item,No
12086,16791,VFG1203TM,647658117669,A10-B2-240-02,24.0,24.0,MC-PW,Custom Order Item,3.59,86.16,PW,Assembly/Bill of Materials,No
11777,37714,TJM892-1002,840111510278,A10-C-002,960.0,960.0,MC-INK,CURRENT,2.32621901,2233.17,INK,Inventory Item,No
11131,21974,ST0305,647658014210,A10-C-004,68.0,68.0,MC-PW,DISCONTINUED 12/20/2020,2.76640902,188.11599999999999,PW,Assembly/Bill of Materials,No
5083,4345,GLFD : 25074,,A10-C-006,460.0,460.0,MC-PW,INACTIVE,0.56684341,260.748,PW,Inventory Item,No
12189,35764,VS1004Z,647658026305,A10-C-008,100.0,100.0,MC-PW,WEB/AMAZON ,5.42338028,542.3380000000001,PW,Assembly/Bill of Materials,No
2768,7374,EG06Z,647658998619,A10-C-010,192.0,192.0,MC-PW,WEB/AMAZON ,4.57263893,877.947,PW,Assembly/Bill of Materials,No
9384,31323,NFD1202,647658024455,A10-C-012,8.0,8.0,MC-PW,CUSTOM ITEM MEIJER,3.56875,28.55,PW,Assembly/Bill of Materials,No
2199,35438,CFH0703Z,647658025209,A10-C-014,252.0,240.0,MC-PW,WEB/AMAZON ,5.65723602,1357.737,PW,Assembly/Bill of Materials,No
1513,37445,CARTONS : 51205,,A10-C-016,300.0,300.0,MC-PW,PADDYWAX SPRING 2021,0.9336558,280.097,PW,Inventory Item,No
8798,36389,ML5435,817636019395,A10-C-018,1136.0,1136.0,MC-ONV,CURRENT,1.8071085999999998,2052.875,ONV,Inventory Item,No
1483,37468,CARTONS : 51195,,A10-C-020,450.0,450.0,MC-PW,CUSTOM HALLMARK,0.48700000000000004,219.15,PW,Inventory Item,No
1924,18147,CERAMIC : 36249,,A10-C-022,1944.0,1944.0,MC-PW,PADDYWAX SPRING 2018,1.19147059,2316.219,PW,Inventory Item,No
10966,13430,SJDP80-1025A,812442021785,A10-C-024,816.0,816.0,MC-INK,Discontinued,3.0,2448.0,INK,Assembly/Bill of Materials,No
9732,34354,NFG1206,647658025605,A10-C-026,432.0,432.0,MC-PW,CUSTOM ITEM MEIJER,4.25238988,1837.0320000000002,PW,Assembly/Bill of Materials,No
1484,37468,CARTONS : 51195,,A10-C-028,450.0,450.0,MC-PW,CUSTOM HALLMARK,0.48700000000000004,219.15,PW,Inventory Item,No
1514,37445,CARTONS : 51205,,A10-C-030,300.0,300.0,MC-PW,PADDYWAX SPRING 2021,0.9336558,280.097,PW,Inventory Item,No
5805,36093,KN1003Z,647658024806,A10-C-032,252.0,252.0,MC-PW,WEB/AMAZON ,5.09239205,1283.2830000000001,PW,Assembly/Bill of Materials,No
10015,35183,PDFD08Z,647658023373,A10-C-034,126.0,126.0,MC-PW,WEB/AMAZON ,5.79352214,729.9839999999999,PW,Assembly/Bill of Materials,No
5814,36094,KN1004Z,647658024813,A10-C-036,120.0,120.0,MC-PW,WEB/AMAZON ,5.18278702,621.934,PW,Assembly/Bill of Materials,No
12110,21075,VLP0714,647658014043,A10-C-038,100.0,100.0,MC-PW,Discontinued,2.4467,244.67,PW,Assembly/Bill of Materials,No
9016,25581,ML8425,817636018381,A10-C-040,282.0,282.0,MC-ONV,Current,2.49939464,704.829,ONV,Assembly/Bill of Materials,No
4752,29085,GLCD : 25797,,A10-C-042,384.0,384.0,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,0.859375,330.0,PW,Inventory Item,No
11105,35802,SP1114Z,647658027296,A10-C-044,114.0,114.0,MC-PW,WEB/AMAZON ,4.72597753,538.761,PW,Assembly/Bill of Materials,No
5486,12226,JBP64-1024,812442020481,A10-C-046,2265.0,2265.0,MC-INK,CUSTOM ITEM MEIJER,2.17883094,4935.052,INK,Inventory Item,No
181,15015,AL0903Z,647658005676,A10-C-048,197.0,197.0,MC-PW,WEB/AMAZON ,5.1900128,1022.433,PW,Assembly/Bill of Materials,No
13885,34621,WPSC10006,647658027050,A10-C-050,920.0,920.0,MC-PW,FIREFLY FALL 2020,4.40875143,4056.051,PW,Assembly/Bill of Materials,No
1696,12765,CERAMIC : 36130,,A10-C-052,426.0,426.0,MC-PW,Current,1.54279343,657.23,PW,Inventory Item,No
9576,37551,NFD1511,647658034454,A10-C-054,296.0,296.0,MC-PW,CUSTOM ITEM MEIJER,4.2042622000000005,1244.462,PW,Assembly/Bill of Materials,No
5514,13786,JD80-2029,812442020047,A10-C-056,252.0,252.0,MC-INK,Discontinued,2.68318889,676.164,INK,Inventory Item,No
2769,7374,EG06Z,647658998619,A10-C-058,180.0,180.0,MC-PW,WEB/AMAZON ,4.57263893,823.075,PW,Assembly/Bill of Materials,No
